ID_INT;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;LATITUD;LONGITUD;Vias;TIPO_REDVIAL;Competencia_Via;Competencia_Administrativa;Siniestro_fatal
I-252668;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;-8.3786686;-74.5501929;Avenida Salvador Allende / Unión;LOCAL;DISTRITAL;PROVINCIAL;0
I-652668;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;-8.3697036;-74.5496767;Avenida Miraflores / Calle 6;LOCAL;DISTRITAL;PROVINCIAL;0
I-465027;100102;HUANUCO;HUANUCO;AMARILIS;-9.9262476;-76.1690544;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-131771;050104;AYACUCHO;HUAMANGA;CARMEN ALTO;-13.1731864;-74.2226854;Jirón Las Macetas / Jirón Sacsayhuaman;LOCAL;DISTRITAL;DISTRITAL;0
I-170483;180101;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;-17.1929834;-70.9380184;Avenida Balta / Óvalo Mariátegui;VECINAL;PROVINCIAL;PROVINCIAL;0
I-306940;110301;ICA;NASCA;NASCA;-14.8224327;-75.0599256;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;0
I-306938;110301;ICA;NASCA;NASCA;-14.8231414;-75.0424605;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;0
I-530523;220801;SAN MARTIN;RIOJA;RIOJA;-6.0170423;-77.2540929;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;0
I-7037;140116;LAMBAYEQUE;CHICLAYO;CAYALTI;-6.8913107;-79.5622371;Avenida Paseo de la Reforma / Calle Alfonso Ugarte;LOCAL;DISTRITAL;DISTRITAL;0
I-7038;140116;LAMBAYEQUE;CHICLAYO;CAYALTI;-6.8924349;-79.5612762;Avenida Paseo de la Reforma / Calle 28 de Julio;LOCAL;DISTRITAL;DISTRITAL;0
I-7043;140116;LAMBAYEQUE;CHICLAYO;CAYALTI;-6.8897172;-79.5636494;Avenida Paseo de la Reforma / Avenida San Ramón;LOCAL;DISTRITAL;DISTRITAL;0
I-224670;140116;LAMBAYEQUE;CHICLAYO;CAYALTI;-6.889558;-79.5608741;Calle Elías Aguirre / Calle San Pedro;LOCAL;DISTRITAL;DISTRITAL;0
I-530524;220801;SAN MARTIN;RIOJA;RIOJA;-6.0580103;-77.2538005;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;0
I-530521;220801;SAN MARTIN;RIOJA;RIOJA;-6.0160297;-77.2535838;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;0
I-585074;040701;AREQUIPA;ISLAY;MOLLENDO;-17.0235594;-71.9973644;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;0
I-177604;060301;CAJAMARCA;CELENDIN;CELENDIN;-6.8693263;-78.1488111;Avenida El Cumbe / Jirón Moquegua;LOCAL;DISTRITAL;PROVINCIAL;0
I-49805;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;-6.2355541;-77.8710872;2 de Mayo / Jirón Dos de Mayo / Jirón Grau;LOCAL;DISTRITAL;PROVINCIAL;0
I-49813;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;-6.2306939;-77.8718798;Jirón Grau / Jirón Triunfo;LOCAL;DISTRITAL;PROVINCIAL;0
I-49918;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;-6.2323878;-77.8709348;Jirón Dos de Mayo / Jirón Piura;LOCAL;DISTRITAL;PROVINCIAL;0
I-205854;081301;CUSCO;URUBAMBA;URUBAMBA;-13.2802648;-72.1040884;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;0
I-205853;081301;CUSCO;URUBAMBA;URUBAMBA;-13.2832313;-72.1061145;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;0
I-190111;150605;LIMA;HUARAL;CHANCAY;-11.5639668;-77.2723914;Avenida 1 de Mayo / Pasaje Alto la Luna;LOCAL;DISTRITAL;DISTRITAL;0
I-359940;040105;AREQUIPA;AREQUIPA;CHARACATO;-16.4817123;-71.5048201;Horacio Zeballos Gámez / José Carlos Mariátegui;LOCAL;DISTRITAL;DISTRITAL;0
I-71126;190101;PASCO;PASCO;CHAUPIMARCA;-10.6874098;-76.2581437;Avenida Alfonso Rivera / Jirón Lima;LOCAL;DISTRITAL;PROVINCIAL;0
I-226535;130401;LA LIBERTAD;CHEPEN;CHEPEN;-7.2327373;-79.4246246;Jirón Libertad / San Pedro;LOCAL;DISTRITAL;PROVINCIAL;0
I-226585;130401;LA LIBERTAD;CHEPEN;CHEPEN;-7.232684;-79.4256018;Antonio José de Sucre / Avenida 28 de Julio;LOCAL;DISTRITAL;PROVINCIAL;0
I-73596;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;-6.7668619;-79.8482705;Avenida José Eufemio Lora y Lora / José Carlos Mariátegui;LOCAL;DISTRITAL;PROVINCIAL;0
I-35018;120107;JUNIN;HUANCAYO;CHILCA;-12.0754764;-75.1959228;Avenida Leoncio Prado / Jirón Husares de Junin;LOCAL;DISTRITAL;DISTRITAL;0
I-35028;120107;JUNIN;HUANCAYO;CHILCA;-12.0840176;-75.1961542;Avenida Jacinto Ibarra / Avenida Los Proceres / Avenida Proceres;LOCAL;DISTRITAL;DISTRITAL;0
I-35036;120107;JUNIN;HUANCAYO;CHILCA;-12.0854758;-75.1985808;Avenida Los Proceres / Jirón Ancash;LOCAL;DISTRITAL;DISTRITAL;0
I-205852;081301;CUSCO;URUBAMBA;URUBAMBA;-13.2841804;-72.1072671;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;0
I-35058;120107;JUNIN;HUANCAYO;CHILCA;-12.0827815;-75.194356;Avenida Proceres / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-538038;130803;LA LIBERTAD;PATAZ;CHILLIA;-8.1239958;-77.5143865;Jirón Comercio / Jirón José Pardo;LOCAL;DISTRITAL;DISTRITAL;0
I-46004;021801;ANCASH;SANTA;CHIMBOTE;-9.0710088;-78.5698056;Avenida Moquegua / Avenida Perú;LOCAL;DISTRITAL;PROVINCIAL;0
I-439024;021801;ANCASH;SANTA;CHIMBOTE;-9.0695815;-78.5863203;Avenida Buenos Aires / Jirón Dionisio Derteano;LOCAL;DISTRITAL;PROVINCIAL;0
I-440672;021801;ANCASH;SANTA;CHIMBOTE;-9.0581863;-78.5781348;Jirón Unión / Prolongación Avenida Buenos Aires;LOCAL;DISTRITAL;PROVINCIAL;0
I-180282;060401;CAJAMARCA;CHOTA;CHOTA;-6.5588627;-78.649504;Avenida Todos los Santos / Jirón Anaximandro Vega;LOCAL;DISTRITAL;PROVINCIAL;0
I-180387;060401;CAJAMARCA;CHOTA;CHOTA;-6.5622339;-78.6507724;Jirón Anaximandro Vega / Jirón Cajamarca;LOCAL;DISTRITAL;PROVINCIAL;0
I-180421;060401;CAJAMARCA;CHOTA;CHOTA;-6.5606572;-78.6515647;Jirón 30 de Agosto / Jirón Ponciano Vigil;LOCAL;DISTRITAL;PROVINCIAL;0
I-180497;060401;CAJAMARCA;CHOTA;CHOTA;-6.5586215;-78.653116;Jirón Adriano Novoa / Jirón Francisco Cadenillas;LOCAL;DISTRITAL;PROVINCIAL;0
I-713152;060401;CAJAMARCA;CHOTA;CHOTA;-6.560687;-78.6469735;Jirón Adriano Novoa / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-385737;150109;LIMA;LIMA;CIENEGUILLA;-12.0840384;-76.8601398;Avenida Nueva Victoria / Calle Los Rosales;LOCAL;DISTRITAL;DISTRITAL;0
I-44916;021803;ANCASH;SANTA;COISHCO;-9.0221664;-78.6166234;Calle Los Pescadores / Jirón Amazonas;LOCAL;DISTRITAL;DISTRITAL;0
I-602091;080701;CUSCO;CHUMBIVILCAS;SANTO TOMAS;-14.6229185;-72.0295557;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;0
I-45721;021803;ANCASH;SANTA;COISHCO;-9.0173375;-78.6166913;Calle El Milagro / Jirón 28 de Julio;LOCAL;DISTRITAL;DISTRITAL;0
I-266829;160601;LORETO;UCAYALI;CONTAMANA;-7.3450059;-75.0070702;Avenida Víctor Raúl Haya de la Torre / Jirón Ricardo Valles;LOCAL;DISTRITAL;PROVINCIAL;0
I-266933;160601;LORETO;UCAYALI;CONTAMANA;-7.3484855;-75.0052762;Calle Las Malvinas / Jirón Moisés Rengifo;LOCAL;DISTRITAL;PROVINCIAL;0
I-266996;160601;LORETO;UCAYALI;CONTAMANA;-7.3456491;-75.0104621;Calle Requena / Jirón Moisés Rengifo;LOCAL;DISTRITAL;PROVINCIAL;0
I-267131;160601;LORETO;UCAYALI;CONTAMANA;-7.349629;-75.0072064;Calle Alberto Angulo Soto / Calle Sargento Lores;LOCAL;DISTRITAL;PROVINCIAL;0
I-180041;060601;CAJAMARCA;CUTERVO;CUTERVO;-6.3797799;-78.8178186;Jirón Comercio / Jirón María Elena Medina;LOCAL;DISTRITAL;PROVINCIAL;0
I-180060;060601;CAJAMARCA;CUTERVO;CUTERVO;-6.3780916;-78.8166758;Jirón Progreso / Jirón Santa Rosa;LOCAL;DISTRITAL;PROVINCIAL;0
I-180081;060601;CAJAMARCA;CUTERVO;CUTERVO;-6.3804077;-78.8209266;Avenida San Juan / Jirón Santa Rosa;LOCAL;DISTRITAL;PROVINCIAL;0
I-123509;130701;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;-7.4358113;-79.5044723;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;PROVINCIAL;0
I-207736;120302;JUNIN;CHANCHAMAYO;PERENE;-10.9510953;-75.2253834;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-68331;120114;JUNIN;HUANCAYO;EL TAMBO;-12.0526392;-75.2165657;Calle Tahuantinsuyo / Prolongación José Carlos Mariátegui;LOCAL;DISTRITAL;DISTRITAL;0
I-609246;120302;JUNIN;CHANCHAMAYO;PERENE;-11.0011613;-75.2080552;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-475418;120114;JUNIN;HUANCAYO;EL TAMBO;-12.0483991;-75.2207565;Avenida Julio Sumar / Jirón Santa Isabel;LOCAL;DISTRITAL;DISTRITAL;0
I-476094;120114;JUNIN;HUANCAYO;EL TAMBO;-12.0551777;-75.2209444;Avenida José Carlos Mariátegui / Jirón Moquegua;LOCAL;DISTRITAL;DISTRITAL;0
I-419532;220803;SAN MARTIN;RIOJA;ELIAS SOPLIN VARGAS;-5.9887155;-77.2754142;Avenida Canaán / Jirón San Martín;LOCAL;DISTRITAL;DISTRITAL;0
I-419558;220803;SAN MARTIN;RIOJA;ELIAS SOPLIN VARGAS;-5.9862743;-77.2789758;Avenida Corazón de Jesús / Pasaje Nuevo Amanecer;LOCAL;DISTRITAL;DISTRITAL;0
I-609242;120302;JUNIN;CHANCHAMAYO;PERENE;-11.0040911;-75.192086;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-609241;120302;JUNIN;CHANCHAMAYO;PERENE;-11.0150143;-75.1812887;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-609240;120302;JUNIN;CHANCHAMAYO;PERENE;-11.0000647;-75.208654;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-57732;150801;LIMA;HUAURA;HUACHO;-11.127642;-77.614519;Jose Galvez / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-306038;210601;PUNO;HUANCANE;HUANCANE;-15.2046285;-69.7589396;27 de Noviembre / Jirón Ayacucho;LOCAL;DISTRITAL;PROVINCIAL;0
I-349434;210601;PUNO;HUANCANE;HUANCANE;-15.1994852;-69.7597741;Avenida Catastro / Jirón Arequipa;LOCAL;DISTRITAL;PROVINCIAL;0
I-349515;210601;PUNO;HUANCANE;HUANCANE;-15.1983092;-69.7626926;Avenida Manuel E. Cordero / Avenida Ramón Castilla;LOCAL;DISTRITAL;PROVINCIAL;0
I-828009;210601;PUNO;HUANCANE;HUANCANE;-15.2023307;-69.7613986;Jirón Arica / Jirón Ayacucho;LOCAL;DISTRITAL;PROVINCIAL;0
I-349526;210601;PUNO;HUANCANE;HUANCANE;-15.2002315;-69.7645177;Avenida Ramón Castilla / Jirón José Pardo;LOCAL;DISTRITAL;PROVINCIAL;0
I-181508;090101;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;-12.78537;-74.971914;Jirón Sebastián Barranca / Pasaje La Mar / Prolongación Victoria Garma;LOCAL;DISTRITAL;PROVINCIAL;0
I-181514;090101;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;-12.7851639;-74.9696578;Jirón Daniel Hernández / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-181554;090101;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;-12.7804479;-74.9673385;Jirón Ccoripaccha / Jirón Manco Inca;LOCAL;DISTRITAL;PROVINCIAL;0
I-181560;090101;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;-12.7817866;-74.9707929;Jirón 5 de agosto / Jirón Sinchi Roca;LOCAL;DISTRITAL;PROVINCIAL;0
I-7345;050401;AYACUCHO;HUANTA;HUANTA;-12.940702;-74.2497065;Avenida Gervasio Santillana / Jirón Luis Cavero;LOCAL;DISTRITAL;PROVINCIAL;0
I-609251;120302;JUNIN;CHANCHAMAYO;PERENE;-11.0087664;-75.1682264;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-222400;100101;HUANUCO;HUANUCO;HUANUCO;-9.9246359;-76.235783;Avenida Alameda de la República / Jirón 28 de Julio;LOCAL;DISTRITAL;PROVINCIAL;0
I-222442;100101;HUANUCO;HUANUCO;HUANUCO;-9.9314103;-76.2416767;Jirón 2 de Mayo / Jirón Ayacucho;LOCAL;DISTRITAL;PROVINCIAL;0
I-222508;100101;HUANUCO;HUANUCO;HUANUCO;-9.9317558;-76.2470128;Jirón Leoncio Prado / Jirón Mayro;LOCAL;DISTRITAL;PROVINCIAL;0
I-222568;100101;HUANUCO;HUANUCO;HUANUCO;-9.9363079;-76.2525909;Jirón Provincias / Jirón Tarma / Pasaje Santa Isabel;LOCAL;DISTRITAL;PROVINCIAL;0
I-555252;100101;HUANUCO;HUANUCO;HUANUCO;-9.9234066;-76.2376408;Avenida Alameda de la República / Jirón Abtao;LOCAL;DISTRITAL;PROVINCIAL;0
I-7114;140112;LAMBAYEQUE;CHICLAYO;PIMENTEL;-6.7699826;-79.8795769;Carretera Chiclayo - Ciudad de Dios - San José / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-487669;060801;CAJAMARCA;JAEN;JAEN;-5.7034115;-78.8099766;Avenida Mariscal Castilla / Mariscal Castilla;LOCAL;DISTRITAL;PROVINCIAL;0
I-487671;060801;CAJAMARCA;JAEN;JAEN;-5.6996092;-78.8082668;Avenida Mariscal Castilla / Chinchaysuyo;LOCAL;DISTRITAL;PROVINCIAL;0
I-186173;120401;JUNIN;JAUJA;JAUJA;-11.7766737;-75.4999348;Jirón Ayacucho / Jirón Tarapaca;LOCAL;DISTRITAL;PROVINCIAL;0
I-259089;100604;HUANUCO;LEONCIO PRADO;JOSE CRESPO Y CASTILLO;-8.9299538;-76.11271;Avenida San Martín / Jirón Grau;LOCAL;DISTRITAL;DISTRITAL;0
I-400873;100604;HUANUCO;LEONCIO PRADO;JOSE CRESPO Y CASTILLO;-8.9287692;-76.1153686;Avenida Lima / Jirón Huánuco;LOCAL;DISTRITAL;DISTRITAL;0
I-400919;100604;HUANUCO;LEONCIO PRADO;JOSE CRESPO Y CASTILLO;-8.9281645;-76.1048656;Avenida Nicolás de Piérola / Calle Arequipa;LOCAL;DISTRITAL;DISTRITAL;0
I-400947;100604;HUANUCO;LEONCIO PRADO;JOSE CRESPO Y CASTILLO;-8.927619;-76.1085035;Jirón Sucre / Jirón Trujillo;LOCAL;DISTRITAL;DISTRITAL;0
I-73941;140105;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;-6.7563138;-79.850421;Avenida Mariano Cornejo / Calle Las Palmeras;LOCAL;DISTRITAL;DISTRITAL;0
I-73943;140105;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;-6.7524914;-79.8500177;Avenida Mariano Cornejo / Avenida Panamá;LOCAL;DISTRITAL;DISTRITAL;0
I-73949;140105;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;-6.7590694;-79.8507134;Avenida Mariano Cornejo / Calle Tahuantinsuyo;LOCAL;DISTRITAL;DISTRITAL;0
I-479543;140105;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;-6.7588555;-79.8417029;Avenida El Dorado / Avenida Simón Bolívar;LOCAL;DISTRITAL;DISTRITAL;0
I-269100;210401;PUNO;CHUCUITO;JULI;-16.2115942;-69.4575254;Avenida Bertonio / Jirón San Bartolomé;LOCAL;DISTRITAL;PROVINCIAL;0
I-269118;210401;PUNO;CHUCUITO;JULI;-16.2139342;-69.4589454;Jirón Asunción / Jirón Tacna;LOCAL;DISTRITAL;PROVINCIAL;0
I-729871;140112;LAMBAYEQUE;CHICLAYO;PIMENTEL;-6.8210361;-79.9033915;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-14984;070104;CALLAO;CALLAO;LA PERLA;-12.0644814;-77.1083875;Avenida Víctor Raúl Haya de la Torre / Calle Elias Chunga Zapata;LOCAL;DISTRITAL;DISTRITAL;0
I-15377;070104;CALLAO;CALLAO;LA PERLA;-12.0731632;-77.1213888;Avenida La Paz / Calle España;LOCAL;DISTRITAL;DISTRITAL;0
I-15400;070104;CALLAO;CALLAO;LA PERLA;-12.0692907;-77.1124733;Avenida de La Marina / Calle Huamachuco;LOCAL;DISTRITAL;DISTRITAL;0
I-254028;070104;CALLAO;CALLAO;LA PERLA;-12.0728025;-77.1119227;Avenida El Pacífico / Avenida Víctor Raúl Haya de la Torre;LOCAL;DISTRITAL;DISTRITAL;0
I-550311;070104;CALLAO;CALLAO;LA PERLA;-12.0764883;-77.1132437;Avenida Víctor Raúl Haya de la Torre / Avenida La Paz;LOCAL;DISTRITAL;DISTRITAL;0
I-7299;130106;LA LIBERTAD;TRUJILLO;LAREDO;-8.087081;-78.962008;Avenida Julian Arce / Calle José Galvez;LOCAL;DISTRITAL;DISTRITAL;0
I-54085;130106;LA LIBERTAD;TRUJILLO;LAREDO;-8.0867045;-78.9575191;Avenida Julian Arce / Avenida Pedro García García / Pasaje Santa Rosa;LOCAL;DISTRITAL;DISTRITAL;0
I-18781;220804;SAN MARTIN;RIOJA;NUEVA CAJAMARCA;-5.9193886;-77.2948781;Carretera San Fernando / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-509152;130106;LA LIBERTAD;TRUJILLO;LAREDO;-8.0866806;-78.9537699;Avenida Julian Arce / Calle Manuel Búfalo;LOCAL;DISTRITAL;DISTRITAL;0
I-20988;250107;UCAYALI;CORONEL PORTILLO;MANANTAY;-8.4008518;-74.5388106;Atalaya / Avenida Túpac Amaru;LOCAL;DISTRITAL;DISTRITAL;0
I-229969;200706;PIURA;TALARA;MANCORA;-4.1074533;-81.0481211;Calle Simón Bolívar / Calle Talara;LOCAL;DISTRITAL;DISTRITAL;0
I-229997;200706;PIURA;TALARA;MANCORA;-4.1084735;-81.0467138;Calle 9 de Diciembre / Calle Ramón Castilla;LOCAL;DISTRITAL;DISTRITAL;0
I-230164;200706;PIURA;TALARA;MANCORA;-4.1041547;-81.0482723;Calle Santa Elena / Avenida Playa El Amor;LOCAL;DISTRITAL;DISTRITAL;0
I-644124;220804;SAN MARTIN;RIOJA;NUEVA CAJAMARCA;-5.910031;-77.3162533;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-165328;070107;CALLAO;CALLAO;MI PERU;-11.8539187;-77.1207911;Avenida Cuzco / Avenida San Martín;LOCAL;DISTRITAL;DISTRITAL;0
I-253999;070107;CALLAO;CALLAO;MI PERU;-11.8612569;-77.1282526;Avenida Cuzco / Avenida Víctor Raúl Haya de la Torre;LOCAL;DISTRITAL;DISTRITAL;0
I-254673;070107;CALLAO;CALLAO;MI PERU;-11.8557462;-77.128517;Avenida Huaura / Avenida Víctor Raúl Haya de la Torre / Prolongación Avenida Huaura;LOCAL;DISTRITAL;DISTRITAL;0
I-254679;070107;CALLAO;CALLAO;MI PERU;-11.8586486;-77.1284389;Avenida Víctor Raúl Haya de la Torre / Calle 5-L;LOCAL;DISTRITAL;DISTRITAL;0
I-199098;040701;AREQUIPA;ISLAY;MOLLENDO;-17.018512;-72.0139959;Avenida Mariscal Castilla / Calle Teófilo Nuñez;LOCAL;DISTRITAL;PROVINCIAL;0
I-644125;220804;SAN MARTIN;RIOJA;NUEVA CAJAMARCA;-5.9108749;-77.3180017;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-36794;140108;LAMBAYEQUE;CHICLAYO;MONSEFU;-6.8783064;-79.8715742;Avenida Mariscal Ramón Castilla / Calle 28 de Julio;LOCAL;DISTRITAL;DISTRITAL;0
I-36807;140108;LAMBAYEQUE;CHICLAYO;MONSEFU;-6.8736508;-79.8723056;Avenida José Abelardo Quiñones / Calle 7 de Junio;LOCAL;DISTRITAL;DISTRITAL;0
I-221823;140307;LAMBAYEQUE;LAMBAYEQUE;MOTUPE;-6.1520818;-79.7170074;Calle Garcilazo de la Vega / Calle José Anteparra;LOCAL;DISTRITAL;DISTRITAL;0
I-221870;140307;LAMBAYEQUE;LAMBAYEQUE;MOTUPE;-6.1489307;-79.7174727;Avenida Cruz de Chalpón / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-295434;220101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;-6.0384638;-76.9799664;Vía de Evitamiento Indañe-Shango / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-205625;081306;CUSCO;URUBAMBA;OLLANTAYTAMBO;-13.2588524;-72.2687175;Calle Turistas / Los K'antus;LOCAL;DISTRITAL;DISTRITAL;0
I-123372;130704;LA LIBERTAD;PACASMAYO;PACASMAYO;-7.4008711;-79.5686531;Jirón Ladislao Espinar / Jirón Leoncio Prado;LOCAL;DISTRITAL;DISTRITAL;0
I-336019;130704;LA LIBERTAD;PACASMAYO;PACASMAYO;-7.4031872;-79.5625844;Jirón Rodolfo Silva Santisteban / Jirón Ladislao Espinar;LOCAL;DISTRITAL;DISTRITAL;0
I-255974;120303;JUNIN;CHANCHAMAYO;PICHANAQUI;-10.9236566;-74.8683449;Avenida Industrial / Jirón 7 de Junio;LOCAL;DISTRITAL;DISTRITAL;0
I-255997;120303;JUNIN;CHANCHAMAYO;PICHANAQUI;-10.9230946;-74.8741287;Avenida Circunvalación / Jirón 9 de Diciembre / Jirón Sucre / Pasaje Los Cedros;LOCAL;DISTRITAL;DISTRITAL;0
I-74074;140112;LAMBAYEQUE;CHICLAYO;PIMENTEL;-6.785916;-79.8763299;12 de Febrero / Los Cipreses;LOCAL;DISTRITAL;DISTRITAL;0
I-644126;220804;SAN MARTIN;RIOJA;NUEVA CAJAMARCA;-5.9115047;-77.3192747;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-615570;120303;JUNIN;CHANCHAMAYO;PICHANAQUI;-10.9257075;-74.7299865;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-225218;140118;LAMBAYEQUE;CHICLAYO;POMALCA;-6.7671846;-79.7804324;Avenida José de San Martín / Calle José Carlos Mariátegui;LOCAL;DISTRITAL;DISTRITAL;0
I-232628;140118;LAMBAYEQUE;CHICLAYO;POMALCA;-6.7700086;-79.7905414;Calle Cuba / Calle México;LOCAL;DISTRITAL;DISTRITAL;0
I-71962;140206;LAMBAYEQUE;FERREÑAFE;PUEBLO NUEVO;-6.6399889;-79.7982381;Calle Augusto Bernardino Leguía / Calle Salvador Peña;LOCAL;DISTRITAL;DISTRITAL;0
I-72074;140206;LAMBAYEQUE;FERREÑAFE;PUEBLO NUEVO;-6.6376342;-79.7956683;Calle C. Chuman / Calle Monseñor Francisco Gonzáles Burga;LOCAL;DISTRITAL;DISTRITAL;0
I-10184;160108;LORETO;MAYNAS;PUNCHANA;-3.7282864;-73.2428995;Avenida 28 de Julio / Calle Rep. Edilberto Valles;LOCAL;DISTRITAL;DISTRITAL;0
I-69608;160108;LORETO;MAYNAS;PUNCHANA;-3.7243987;-73.2553423;5 de Diciembre / Monitor Huascar;LOCAL;DISTRITAL;DISTRITAL;0
I-12288;160108;LORETO;MAYNAS;PUNCHANA;-3.724428;-73.2518077;Calle Amazonas / Pilar Nires de Garica;LOCAL;DISTRITAL;DISTRITAL;0
I-615572;120303;JUNIN;CHANCHAMAYO;PICHANAQUI;-10.9192791;-74.7535353;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-615573;120303;JUNIN;CHANCHAMAYO;PICHANAQUI;-10.9150285;-74.7509819;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-615578;120303;JUNIN;CHANCHAMAYO;PICHANAQUI;-10.8936225;-74.757725;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-235167;140113;LAMBAYEQUE;CHICLAYO;REQUE;-6.8808328;-79.8149054;Calle 13 / Calle 3;LOCAL;DISTRITAL;DISTRITAL;0
I-194911;100601;HUANUCO;LEONCIO PRADO;RUPA-RUPA;-9.2947512;-75.9957328;Avenida Amazonas / Jirón Aguaytia;LOCAL;DISTRITAL;PROVINCIAL;0
I-195463;100601;HUANUCO;LEONCIO PRADO;RUPA-RUPA;-9.2994126;-75.998563;Avenida Amazonas / Jirón Lamas;LOCAL;DISTRITAL;PROVINCIAL;0
I-194976;100601;HUANUCO;LEONCIO PRADO;RUPA-RUPA;-9.2928152;-75.9968552;Avenida Alameda Perú / Jirón Julio Burga;LOCAL;DISTRITAL;PROVINCIAL;0
I-194943;100601;HUANUCO;LEONCIO PRADO;RUPA-RUPA;-9.2910998;-75.9995506;Jirón Tingo María / Pasaje Tito Jaime Fernandez;LOCAL;DISTRITAL;PROVINCIAL;0
I-195022;100601;HUANUCO;LEONCIO PRADO;RUPA-RUPA;-9.3083443;-76.002337;Jirón Alfonso Ugarte / Jirón Túpac Amaru;LOCAL;DISTRITAL;PROVINCIAL;0
I-192689;110506;ICA;PISCO;SAN ANDRES;-13.7345882;-76.2229679;Calle Ica / Calle Mariscal Cáceres;LOCAL;DISTRITAL;DISTRITAL;0
I-192511;110506;ICA;PISCO;SAN ANDRES;-13.7313238;-76.2226183;Calle Independencia / Calle Miguel Grau;LOCAL;DISTRITAL;DISTRITAL;0
I-615580;120303;JUNIN;CHANCHAMAYO;PICHANAQUI;-10.9428448;-74.7321207;Calle s / n / Calle s / n;VECINAL;PROVINCIAL;DISTRITAL;0
I-433016;060901;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;-5.1434224;-79.0020408;Jirón Comercio / Jirón Junin;LOCAL;DISTRITAL;PROVINCIAL;0
I-270202;060901;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;-5.1473758;-79.0033775;Jirón Cuzco / Jirón El Carmen;LOCAL;DISTRITAL;PROVINCIAL;0
I-705138;150501;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;-13.0800211;-76.3862175;Avenida 28 de Julio / Avenida José Galvez;LOCAL;DISTRITAL;PROVINCIAL;0
